artist,song,genre,year,danceability,energy,duration_ms,explicit,,,,,,,,,
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),"pop, Dance/Electronic",2009,0.594,0.874,196413,FALSE,,,,,,,,,
Nickelback,If Today Was Your Last Day,"rock, metal",2008,0.485,0.911,249066,FALSE,,,,,,,,,
La Roux,Bulletproof,"pop, Dance/Electronic",2009,0.674,0.882,205733,FALSE,,,,,,,,,
Kasabian,Fire,rock,2009,0.525,0.742,252279,FALSE,,,,,,,,,
Calvin Harris,I'm Not Alone - Radio Edit,"hip hop, pop, Dance/Electronic",2009,0.597,0.684,210973,FALSE,,,,,,,,,
Justin Bieber,One Time,pop,2009,0.691,0.853,215866,FALSE,,,,,,,,,
Jamie Foxx,Blame It,"hip hop, pop, R&B",2008,0.673,0.614,289746,TRUE,,,,,,,,,
La Roux,In For The Kill,"pop, Dance/Electronic",2009,0.629,0.969,248626,FALSE,,,,,,,,,
Muse,Uprising,rock,2009,0.602,0.905,304840,FALSE,,,,,,,,,
Nickelback,Gotta Be Somebody,"rock, metal",2008,0.536,0.89,252653,FALSE,,,,,,,,,
James Morrison,Broken Strings,"pop, R&B",2008,0.57,0.717,250453,FALSE,,,,,,,,,
T.I.,Whatever You Like,"hip hop, pop",2008,0.68,0.687,249533,TRUE,,,,,,,,,
Dizzee Rascal,Holiday,"hip hop, pop, Dance/Electronic",2011,0.545,0.918,220626,FALSE,,,,,,,,,
Beyoncé,Single Ladies (Put a Ring on It),"pop, R&B",2008,0.426,0.584,193213,FALSE,,,,,,,,,
Boys Like Girls,Love Drunk,pop,2009,0.44,0.976,226706,FALSE,,,,,,,,,
The-Dream,Rockin' That Shit,"hip hop, pop, R&B",2009,0.672,0.62,221920,TRUE,,,,,,,,,
OneRepublic,Secrets,pop,2009,0.516,0.764,224693,FALSE,,,,,,,,,
JLS,Everybody in Love,pop,2013,0.705,0.783,195586,FALSE,,,,,,,,,
Jason Aldean,Big Green Tractor,country,2009,0.616,0.596,204200,FALSE,,,,,,,,,
The Fray,Never Say Never,pop,2009,0.23,0.492,256613,FALSE,,,,,,,,,
Lily Allen,The Fear,pop,2009,0.661,0.847,207120,TRUE,,,,,,,,,
Kings of Leon,Sex on Fire,rock,2008,0.542,0.905,203346,FALSE,,,,,,,,,
Drake,Best I Ever Had,"hip hop, pop, R&B",2010,0.431,0.894,258760,TRUE,,,,,,,,,
Kelly Clarkson,Already Gone,"pop, R&B",2009,0.209,0.872,281560,FALSE,,,,,,,,,
Miley Cyrus,Party In The U.S.A.,pop,2009,0.652,0.698,202066,FALSE,,,,,,,,,
Jordin Sparks,Battlefield,"pop, R&B",2009,0.613,0.634,241920,FALSE,,,,,,,,,
Ne-Yo,Mad,"pop, R&B",2008,0.731,0.644,254533,FALSE,,,,,,,,,
Green Day,21 Guns,rock,2009,0.268,0.742,321093,FALSE,,,,,,,,,
Keri Hilson,Knock You Down,"pop, R&B",2009,0.588,0.877,326186,FALSE,,,,,,,,,
Taylor Swift,You Belong With Me,pop,2008,0.687,0.771,231146,FALSE,,,,,,,,,
Shinedown,Second Chance,"rock, metal",2008,0.46,0.796,222066,FALSE,,,,,,,,,
Asher Roth,I Love College,"hip hop, pop",2009,0.713,0.826,241933,TRUE,,,,,,,,,
Katy Perry,Waking Up In Vegas,pop,2008,0.524,0.878,199186,FALSE,,,,,,,,,
Kelly Clarkson,My Life Would Suck Without You,"pop, R&B",2009,0.526,0.882,211493,FALSE,,,,,,,,,
Mumford & Sons,Little Lion Man,"Folk/Acoustic, rock, pop",2009,0.517,0.492,245173,TRUE,,,,,,,,,
The Fray,You Found Me,pop,2009,0.338,0.803,241853,FALSE,,,,,,,,,
Bruno Mars,Just the Way You Are,pop,2010,0.635,0.841,220734,FALSE,,,,,,,,,
Eminem,Love The Way You Lie,hip hop,2010,0.749,0.925,263373,TRUE,,,,,,,,,
Lady Gaga,Bad Romance,pop,2009,0.696,0.921,294573,TRUE,,,,,,,,,
Stromae,Alors on danse - Radio Edit,pop,2010,0.791,0.59,206066,FALSE,,,,,,,,,
Kesha,TiK ToK,"pop, Dance/Electronic",2010,0.755,0.837,199693,FALSE,,,,,,,,,
David Guetta,Memories (feat. Kid Cudi),"hip hop, pop, Dance/Electronic",2010,0.546,0.916,210853,FALSE,,,,,,,,,
Taio Cruz,Dynamite,"hip hop, pop",2010,0.751,0.783,202613,FALSE,,,,,,,,,
Rihanna,Only Girl (In The World),"hip hop, pop, R&B",2010,0.789,0.716,235493,FALSE,,,,,,,,,
Katy Perry,California Gurls,pop,2012,0.791,0.754,234653,FALSE,,,,,,,,,
Kesha,Take It Off,"pop, Dance/Electronic",2010,0.729,0.675,215200,FALSE,,,,,,,,,
INNA,Hot - Play & Win Radio Version,pop,2010,0.817,0.939,217036,FALSE,,,,,,,,,
Far East Movement,Like A G6,"hip hop, pop",2010,0.435,0.837,216893,FALSE,,,,,,,,,
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),"hip hop, pop, Dance/Electronic",2010,0.615,0.913,188000,FALSE,,,,,,,,,
Duck Sauce,Barbra Streisand - Radio Edit,Dance/Electronic,2010,0.769,0.922,196533,FALSE,,,,,,,,,
Lucenzo,Danza Kuduro (feat. Don Omar),latin,2011,0.622,0.942,213986,FALSE,,,,,,,,,
Rihanna,Te Amo,"hip hop, pop, R&B",2009,0.567,0.707,208426,TRUE,,,,,,,,,
Timbaland,Carry Out (Featuring Justin Timberlake),"hip hop, pop, R&B",2009,0.531,0.574,232466,FALSE,,,,,,,,,
DJ Fresh,Gold Dust - Radio Edit,"pop, Dance/Electronic",2010,0.451,0.948,192446,FALSE,,,,,,,,,
Edward Maya,Stereo Love - Radio Edit,pop,2010,0.799,0.783,184573,FALSE,,,,,,,,,
Taio Cruz,Break Your Heart,"hip hop, pop",2010,0.607,0.934,201546,FALSE,,,,,,,,,
Black Eyed Peas,Imma Be,"hip hop, pop",2009,0.597,0.517,257560,FALSE,,,,,,,,,
Sidney Samson,Riverside,Dance/Electronic,2009,0.804,0.976,320348,TRUE,,,,,,,,,
Eminem,Not Afraid,hip hop,2010,0.855,0.954,248133,TRUE,,,,,,,,,
Lady Gaga,Alejandro,pop,2009,0.623,0.793,274213,FALSE,,,,,,,,,
Rihanna,Rude Boy,"hip hop, pop, R&B",2009,0.563,0.75,222920,TRUE,,,,,,,,,
Ne-Yo,Beautiful Monster,"pop, R&B",2010,0.708,0.771,251573,FALSE,,,,,,,,,
3OH!3,Starstrukk,"hip hop, pop, rock",2010,0.605,0.795,203093,FALSE,,,,,,,,,
Black Eyed Peas,The Time (Dirty Bit),"hip hop, pop",2010,0.816,0.813,307640,FALSE,,,,,,,,,
Kelly Rowland,Commander,"hip hop, pop, R&B",2011,0.395,0.876,218106,FALSE,,,,,,,,,
Swedish House Mafia,One (Your Name) - Radio Edit,"pop, Dance/Electronic",2010,0.733,0.673,163246,FALSE,,,,,,,,,
Chris Brown,Deuces (feat. Tyga & Kevin McCall),"hip hop, pop, R&B",2011,0.692,0.736,276560,TRUE,,,,,,,,,
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),"hip hop, pop, R&B",2010,0.663,0.861,220800,FALSE,,,,,,,,,
Iyaz,Replay,"hip hop, pop",2009,0.706,0.751,182306,FALSE,,,,,,,,,
Flo Rida,Club Can't Handle Me (feat. David Guetta),"hip hop, pop",2010,0.616,0.869,234560,FALSE,,,,,,,,,
Sean Kingston,Eenie Meenie,"hip hop, pop, R&B",2010,0.72,0.607,201946,FALSE,,,,,,,,,
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),"hip hop, pop",2010,0.76,0.595,263773,TRUE,,,,,,,,,
Tinie Tempah,Written in the Stars (feat. Eric Turner),"hip hop, pop, Dance/Electronic",2010,0.656,0.931,207653,FALSE,,,,,,,,,
Bruno Mars,Talking to the Moon,pop,2010,0.498,0.59,217866,FALSE,,,,,,,,,
Miley Cyrus,Can't Be Tamed,pop,2010,0.63,0.91,168213,FALSE,,,,,,,,,
Mike Posner,Cooler Than Me - Single Mix,"hip hop, pop, Dance/Electronic",2010,0.768,0.82,213293,FALSE,,,,,,,,,
Lady Gaga,Telephone,pop,2009,0.824,0.836,220640,FALSE,,,,,,,,,
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),Dance/Electronic,2010,0.901,0.805,157438,FALSE,,,,,,,,,
Rihanna,Hard,"hip hop, pop, R&B",2009,0.31,0.746,250600,TRUE,,,,,,,,,
Tinie Tempah,Pass Out,"hip hop, pop, Dance/Electronic",2010,0.693,0.891,268053,TRUE,,,,,,,,,
Adam Lambert,Whataya Want from Me,pop,2009,0.438,0.672,227320,FALSE,,,,,,,,,
Trey Songz,Bottoms Up (feat. Nicki Minaj),"hip hop, pop, R&B",2010,0.845,0.601,242013,TRUE,,,,,,,,,
Timbaland,If We Ever Meet Again (Featuring Katy Perry),"hip hop, pop, R&B",2009,0.652,0.605,292706,FALSE,,,,,,,,,
Enrique Iglesias,I Like It,"pop, latin",2010,0.648,0.942,231373,FALSE,,,,,,,,,
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,"pop, Dance/Electronic",2010,0.515,0.837,203960,FALSE,,,,,,,,,
Usher,OMG (feat. will.i.am),"hip hop, pop, R&B",2010,0.781,0.745,269493,FALSE,,,,,,,,,
Maroon 5,Misery,pop,2010,0.703,0.81,216200,FALSE,,,,,,,,,
Jay Sean,Down,"hip hop, pop, R&B",2009,0.657,0.695,212106,FALSE,,,,,,,,,
Rihanna,Man Down,"hip hop, pop, R&B",2010,0.47,0.904,267000,TRUE,,,,,,,,,
3OH!3,My First Kiss (feat. Ke$ha),"hip hop, pop, rock",2010,0.682,0.889,192440,FALSE,,,,,,,,,
Justin Bieber,Baby,pop,2010,0.728,0.859,214240,FALSE,,,,,,,,,
Cali Swag District,Teach Me How to Dougie,"hip hop, pop",2011,0.846,0.438,237480,TRUE,,,,,,,,,
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,"pop, Dance/Electronic",2010,0.736,0.929,206460,TRUE,,,,,,,,,
K'NAAN,Wavin' Flag,set(),2009,0.625,0.699,220520,FALSE,,,,,,,,,
Ludacris,How Low,"hip hop, pop",2010,0.785,0.498,201586,TRUE,,,,,,,,,
Kesha,Blah Blah Blah (feat. 3OH!3),"pop, Dance/Electronic",2010,0.752,0.836,172053,TRUE,,,,,,,,,
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","hip hop, pop",2010,0.544,0.781,232506,TRUE,,,,,,,,,
Jason Derulo,In My Head,"hip hop, pop",2010,0.762,0.748,199026,FALSE,,,,,,,,,
Aloe Blacc,I Need A Dollar,R&B,2010,0.84,0.482,243053,FALSE,,,,,,,,,
B.o.B,Airplanes (feat. Hayley Williams of Paramore),"hip hop, pop",2010,0.66,0.867,180480,TRUE,,,,,,,,,
Ludacris,My Chick Bad,"hip hop, pop",2010,0.624,0.723,216933,TRUE,,,,,,,,,
Nelly,Just A Dream,"hip hop, pop, R&B",2010,0.531,0.752,237800,FALSE,,,,,,,,,
Rihanna,What's My Name?,"hip hop, pop, R&B",2010,0.692,0.786,263173,FALSE,,,,,,,,,
Shontelle,Impossible,"pop, R&B",2010,0.599,0.624,226533,FALSE,,,,,,,,,
Take That,The Flood,pop,2010,0.514,0.83,289359,FALSE,,,,,,,,,
Trey Songz,Say Aah (feat. Fabolous),"hip hop, pop, R&B",2009,0.724,0.87,207546,FALSE,,,,,,,,,
Jason Derulo,Whatcha Say,"hip hop, pop",2010,0.615,0.711,221253,FALSE,,,,,,,,,
Drake,Over,"hip hop, pop, R&B",2010,0.325,0.848,233560,TRUE,,,,,,,,,
Example,Kickstarts,"pop, Dance/Electronic",2010,0.61,0.836,181826,FALSE,,,,,,,,,
Plan B,She Said,Dance/Electronic,2010,0.72,0.538,208853,FALSE,,,,,,,,,
The Saturdays,Higher,"pop, Dance/Electronic",2010,0.639,0.862,207613,FALSE,,,,,,,,,
Jay Sean,Do You Remember,"hip hop, pop, R&B",2009,0.855,0.668,210306,FALSE,,,,,,,,,
Usher,Hey Daddy (Daddy's Home),"hip hop, pop, R&B",2010,0.59,0.698,224093,FALSE,,,,,,,,,
Lil Wayne,Right Above It,"hip hop, pop",2010,0.376,0.841,271946,TRUE,,,,,,,,,
The Wanted,All Time Low,"pop, Dance/Electronic",2010,0.689,0.615,205200,FALSE,,,,,,,,,
Kesha,Your Love Is My Drug,"pop, Dance/Electronic",2010,0.826,0.612,187133,FALSE,,,,,,,,,
Ellie Goulding,Starry Eyed,"pop, rock, Dance/Electronic",2010,0.504,0.814,176613,FALSE,,,,,,,,,
Drake,Find Your Love,"hip hop, pop, R&B",2010,0.625,0.613,208946,FALSE,,,,,,,,,
Jason Derulo,Ridin' Solo,"hip hop, pop",2010,0.442,0.83,215746,FALSE,,,,,,,,,
Two Door Cinema Club,What You Know,"World/Traditional, rock, pop",2010,0.55,0.753,189693,FALSE,,,,,,,,,
JAY-Z,Young Forever,hip hop,2009,0.637,0.69,253906,TRUE,,,,,,,,,
Young Money,BedRock,"hip hop, pop",2009,0.733,0.664,288133,TRUE,,,,,,,,,
B.o.B,Nothin' on You (feat. Bruno Mars),"hip hop, pop",2010,0.688,0.853,268320,FALSE,,,,,,,,,
Katy Perry,Teenage Dream,pop,2010,0.719,0.798,227741,FALSE,,,,,,,,,
Scouting For Girls,This Ain't a Love Song,"pop, rock",2017,0.458,0.905,210680,FALSE,,,,,,,,,
Travie McCoy,Billionaire (feat. Bruno Mars),"hip hop, pop",2010,0.633,0.673,211160,TRUE,,,,,,,,,
Owl City,Fireflies,"rock, pop",2009,0.512,0.662,228346,FALSE,,,,,,,,,
Alicia Keys,Empire State of Mind (Part II) Broken Down,"pop, R&B",2009,0.484,0.368,216480,FALSE,,,,,,,,,
Lady A,Need You Now,"pop, country",2010,0.581,0.717,236440,FALSE,,,,,,,,,
Taylor Swift,Back To December,pop,2010,0.529,0.67,293026,FALSE,,,,,,,,,
Neon Trees,Animal,"rock, pop",2010,0.482,0.829,212306,FALSE,,,,,,,,,
Kris Allen,Live Like We're Dying,pop,2009,0.589,0.893,212506,FALSE,,,,,,,,,
Matt Cardle,When We Collide,pop,2011,0.443,0.683,226000,FALSE,,,,,,,,,
Robyn,Dancing On My Own,"pop, Dance/Electronic",2010,0.687,0.865,288670,FALSE,,,,,,,,,
The Band Perry,If I Die Young,country,2010,0.606,0.497,222773,FALSE,,,,,,,,,
B.o.B,Magic (feat. Rivers Cuomo),"hip hop, pop",2010,0.549,0.932,196133,FALSE,,,,,,,,,
Adele,Rolling in the Deep,"pop, R&B",2011,0.73,0.77,228093,TRUE,,,,,,,,,
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",pop,2010,0.722,0.761,201493,FALSE,,,,,,,,,
LMFAO,Party Rock Anthem,"hip hop, pop, Dance/Electronic",2011,0.751,0.736,262146,FALSE,,,,,,,,,
Katy Perry,Firework,pop,2010,0.638,0.832,227893,FALSE,,,,,,,,,
Bruno Mars,Grenade,pop,2010,0.704,0.558,222091,FALSE,,,,,,,,,
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),"hip hop, pop, latin",2011,0.595,0.912,234453,FALSE,,,,,,,,,
Alexandra Stan,Mr. Saxobeat,"pop, Dance/Electronic",2011,0.726,0.931,195105,FALSE,,,,,,,,,
David Guetta,Who's That Chick? (feat. Rihanna),"hip hop, pop, Dance/Electronic",2010,0.675,0.602,201040,FALSE,,,,,,,,,
Jennifer Lopez,On The Floor,"hip hop, pop, R&B",2011,0.73,0.777,284866,FALSE,,,,,,,,,
Rihanna,S&M,"hip hop, pop, R&B",2010,0.767,0.682,243533,FALSE,,,,,,,,,
Kesha,Blow,"pop, Dance/Electronic",2010,0.753,0.729,219973,FALSE,,,,,,,,,
Snoop Dogg,Sweat - Remix,"hip hop, pop",2011,0.813,0.732,195986,FALSE,,,,,,,,,
Taio Cruz,Higher,"hip hop, pop",2010,0.672,0.907,187626,FALSE,,,,,,,,,
Usher,More - RedOne Jimmy Joker Remix,"hip hop, pop, R&B",2010,0.551,0.893,219986,FALSE,,,,,,,,,
Example,Changed the Way You Kiss Me - Radio Edit,"pop, Dance/Electronic",2011,0.578,0.857,195466,FALSE,,,,,,,,,
Black Eyed Peas,Just Can’t Get Enough,"hip hop, pop",2010,0.659,0.628,219426,FALSE,,,,,,,,,
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),"hip hop, pop, Dance/Electronic",2012,0.666,0.876,194840,TRUE,,,,,,,,,
Lykke Li,I Follow Rivers - The Magician Remix,"pop, Dance/Electronic",2011,0.786,0.709,281106,FALSE,,,,,,,,,
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","hip hop, pop, latin",2011,0.671,0.939,252306,FALSE,,,,,,,,,
Selena Gomez & The Scene,Love You Like A Love Song,"pop, Dance/Electronic",2011,0.858,0.678,188453,FALSE,,,,,,,,,
Wiz Khalifa,Black and Yellow,"hip hop, pop",2011,0.684,0.834,217666,TRUE,,,,,,,,,
Katy Perry,E.T.,pop,2012,0.62,0.869,229573,FALSE,,,,,,,,,
Britney Spears,I Wanna Go,pop,2011,0.696,0.546,210266,FALSE,,,,,,,,,
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),"hip hop, pop",2011,0.646,0.795,210960,FALSE,,,,,,,,,
Edward Maya,Stereo Love - Radio Edit,pop,2010,0.799,0.783,184573,FALSE,,,,,,,,,
Enrique Iglesias,Tonight (I'm Fuckin' You),"pop, latin",2010,0.648,0.89,232213,TRUE,,,,,,,,,
Jeremih,Down On Me,"hip hop, pop, R&B",2010,0.7,0.598,228453,FALSE,,,,,,,,,
Sak Noel,Loca People - Radio Edit,Dance/Electronic,2011,0.926,0.808,215624,TRUE,,,,,,,,,
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),"pop, Dance/Electronic",2011,0.843,0.881,202266,FALSE,,,,,,,,,
LMFAO,Sexy And I Know It,"hip hop, pop, Dance/Electronic",2011,0.707,0.861,199480,FALSE,,,,,,,,,
Cobra Starship,You Make Me Feel... (feat. Sabi),"pop, Dance/Electronic",2011,0.668,0.857,215693,FALSE,,,,,,,,,
Jessie J,Do It Like A Dude,"hip hop, pop",2011,0.663,0.843,195240,TRUE,,,,,,,,,
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,"pop, Dance/Electronic",2012,0.31,0.926,206776,FALSE,,,,,,,,,
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),"hip hop, pop",2010,0.76,0.595,263773,TRUE,,,,,,,,,
Nickelback,When We Stand Together,"rock, metal",2011,0.446,0.9,190786,FALSE,,,,,,,,,
M83,Midnight City,"rock, pop, metal, Dance/Electronic",2011,0.507,0.729,243960,FALSE,,,,,,,,,
Britney Spears,Till the World Ends,pop,2011,0.693,0.705,237946,FALSE,,,,,,,,,
Labrinth,Earthquake (feat. Tinie Tempah),pop,2012,0.54,0.856,274600,TRUE,,,,,,,,,
Jason Derulo,Don't Wanna Go Home,"hip hop, pop",2011,0.671,0.808,206080,FALSE,,,,,,,,,
Coldplay,Paradise,"rock, pop",2011,0.449,0.585,278719,FALSE,,,,,,,,,
Katy Perry,Last Friday Night (T.G.I.F.),pop,2012,0.649,0.815,230746,FALSE,,,,,,,,,
Adele,Set Fire to the Rain,"pop, R&B",2011,0.603,0.67,242973,FALSE,,,,,,,,,
Dr. Dre,I Need A Doctor,hip hop,2011,0.594,0.946,283733,TRUE,,,,,,,,,
Lil Wayne,6 Foot 7 Foot,"hip hop, pop",2011,0.364,0.752,248586,TRUE,,,,,,,,,
DJ Khaled,I'm On One,"hip hop, pop",2011,0.413,0.807,296146,TRUE,,,,,,,,,
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"hip hop, pop, R&B",2011,0.767,0.677,222586,TRUE,,,,,,,,,
Far East Movement,Rocketeer,"hip hop, pop",2010,0.664,0.845,211253,FALSE,,,,,,,,,
The Wanted,Glad You Came,"pop, Dance/Electronic",2011,0.722,0.851,197935,FALSE,,,,,,,,,
Kesha,We R Who We R,"pop, Dance/Electronic",2010,0.736,0.817,204760,FALSE,,,,,,,,,
Kelly Rowland,Motivation,"hip hop, pop, R&B",2011,0.744,0.672,230560,FALSE,,,,,,,,,
Rihanna,We Found Love,"hip hop, pop, R&B",2011,0.735,0.766,215226,FALSE,,,,,,,,,
Nicole Scherzinger,Don't Hold Your Breath,"pop, Dance/Electronic",2011,0.66,0.797,197440,FALSE,,,,,,,,,
Mann,Buzzin Remix,"hip hop, pop",2011,0.687,0.939,224333,TRUE,,,,,,,,,
Chris Brown,Yeah 3x,"hip hop, pop, R&B",2011,0.705,0.882,241666,TRUE,,,,,,,,,
Swedish House Mafia,Save The World,"pop, Dance/Electronic",2011,0.507,0.665,213337,FALSE,,,,,,,,,
Kanye West,All Of The Lights,hip hop,2010,0.531,0.803,299613,TRUE,,,,,,,,,
Miguel,Sure Thing,"pop, R&B",2010,0.684,0.607,195373,FALSE,,,,,,,,,
Diddy - Dirty Money,Coming Home,"hip hop, pop, R&B",2010,0.392,0.839,238693,FALSE,,,,,,,,,
Rihanna,What's My Name?,"hip hop, pop, R&B",2010,0.692,0.786,263173,FALSE,,,,,,,,,
Chris Brown,Beautiful People,"hip hop, pop, R&B",2019,0.415,0.775,225881,FALSE,,,,,,,,,
Avril Lavigne,What the Hell,pop,2011,0.578,0.926,220706,FALSE,,,,,,,,,
Professor Green,Read All About It,Dance/Electronic,2011,0.656,0.752,235735,TRUE,,,,,,,,,
Chase & Status,Blind Faith,Dance/Electronic,2011,0.45,0.846,233666,FALSE,,,,,,,,,
Chip,Champion (feat. Chris Brown),"hip hop, Dance/Electronic",2011,0.415,0.934,237293,TRUE,,,,,,,,,
Selena Gomez & The Scene,Who Says,"pop, Dance/Electronic",2011,0.682,0.927,195613,FALSE,,,,,,,,,
Rizzle Kicks,Down With The Trumpets,hip hop,2011,0.753,0.88,186851,FALSE,,,,,,,,,
Lady Gaga,Born This Way,pop,2011,0.587,0.828,260253,FALSE,,,,,,,,,
Nicki Minaj,Super Bass,"hip hop, pop",2010,0.72,0.861,200013,TRUE,,,,,,,,,
Mac Miller,Donald Trump,hip hop,2011,0.636,0.901,165908,TRUE,,,,,,,,,
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,"hip hop, pop, Dance/Electronic",2012,0.779,0.963,222186,FALSE,,,,,,,,,
David Guetta,Without You (feat. Usher),"hip hop, pop, Dance/Electronic",2012,0.608,0.614,208133,FALSE,,,,,,,,,
Foster The People,Pumped Up Kicks,"rock, pop",2011,0.733,0.71,239600,FALSE,,,,,,,,,
Drake,Headlines,"hip hop, pop, R&B",2011,0.636,0.566,235986,TRUE,,,,,,,,,
Jessie J,Price Tag,"hip hop, pop",2011,0.636,0.831,223053,FALSE,,,,,,,,,
Jason Aldean,Dirt Road Anthem,country,2010,0.678,0.739,229413,FALSE,,,,,,,,,
Wiz Khalifa,Roll Up,"hip hop, pop",2011,0.523,0.805,227773,TRUE,,,,,,,,,
OneRepublic,Good Life,pop,2009,0.634,0.69,253306,TRUE,,,,,,,,,
Bad Meets Evil,Lighters,"hip hop, pop",2011,0.676,0.695,303813,TRUE,,,,,,,,,
Bruno Mars,The Lazy Song,pop,2010,0.794,0.711,189109,FALSE,,,,,,,,,
Lupe Fiasco,The Show Goes On,"hip hop, pop",2011,0.591,0.889,239613,TRUE,,,,,,,,,
James Morrison,I Won't Let You Go,"pop, R&B",2011,0.537,0.611,229303,FALSE,,,,,,,,,
Jason Derulo,It Girl,"hip hop, pop",2011,0.668,0.718,192200,FALSE,,,,,,,,,
Adele,Someone Like You,"pop, R&B",2011,0.554,0.321,285240,FALSE,,,,,,,,,
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,rock,2011,0.683,0.734,282400,FALSE,,,,,,,,,
Keri Hilson,Pretty Girl Rock,"pop, R&B",2010,0.666,0.87,243920,FALSE,,,,,,,,,
P!nk,F**kin' Perfect,pop,2010,0.563,0.671,213413,TRUE,,,,,,,,,
Blake Shelton,Honey Bee,country,2011,0.481,0.849,210720,FALSE,,,,,,,,,
Lady Gaga,The Edge Of Glory,pop,2011,0.583,0.768,320546,FALSE,,,,,,,,,
Lady A,Just A Kiss,"pop, country",2011,0.593,0.639,218840,FALSE,,,,,,,,,
Hot Chelle Rae,Tonight Tonight,"hip hop, pop, rock",2011,0.686,0.783,200466,FALSE,,,,,,,,,
Grouplove,Tongue Tied,"pop, rock, Folk/Acoustic",2011,0.56,0.936,218013,FALSE,,,,,,,,,
Coldplay,Every Teardrop Is a Waterfall,"rock, pop",2011,0.425,0.732,240796,FALSE,,,,,,,,,
Beyoncé,Best Thing I Never Had,"pop, R&B",2011,0.545,0.649,253746,FALSE,,,,,,,,,
P!nk,Raise Your Glass,pop,2010,0.7,0.709,202960,TRUE,,,,,,,,,
Christina Perri,Jar of Hearts,pop,2011,0.349,0.348,246587,FALSE,,,,,,,,,
Bruno Mars,Marry You,pop,2010,0.621,0.82,230192,FALSE,,,,,,,,,
The Band Perry,If I Die Young,country,2010,0.606,0.497,222773,FALSE,,,,,,,,,
Lil Wayne,How To Love,"hip hop, pop",2011,0.644,0.661,240306,FALSE,,,,,,,,,
Charlene Soraia,Wherever You Will Go,pop,2011,0.597,0.115,197577,FALSE,,,,,,,,,
Christina Perri,A Thousand Years,pop,2011,0.421,0.407,285120,FALSE,,,,,,,,,
Rihanna,We Found Love,"hip hop, pop, R&B",2011,0.735,0.766,215226,FALSE,,,,,,,,,
Carly Rae Jepsen,Call Me Maybe,"pop, Dance/Electronic",2012,0.783,0.58,193400,FALSE,,,,,,,,,
fun.,We Are Young (feat. Janelle Monáe),"rock, pop",2012,0.378,0.638,250626,FALSE,,,,,,,,,
Sean Paul,She Doesn't Mind,"hip hop, pop",2012,0.718,0.776,227786,FALSE,,,,,,,,,
Pitbull,International Love (feat. Chris Brown),"hip hop, pop, latin",2011,0.67,0.855,227280,FALSE,,,,,,,,,
DEV,In The Dark,"pop, Dance/Electronic",2012,0.736,0.824,226226,FALSE,,,,,,,,,
Adele,Skyfall,"pop, R&B",2012,0.346,0.552,286480,FALSE,,,,,,,,,
David Guetta,Turn Me On (feat. Nicki Minaj),"hip hop, pop, Dance/Electronic",2012,0.704,0.793,199680,FALSE,,,,,,,,,
Rihanna,Where Have You Been,"hip hop, pop, R&B",2011,0.719,0.847,242680,FALSE,,,,,,,,,
JAY-Z,Ni**as In Paris,hip hop,2011,0.789,0.858,219333,TRUE,,,,,,,,,
Maroon 5,One More Night,pop,2012,0.716,0.821,219546,FALSE,,,,,,,,,
Skrillex,Bangarang (feat. Sirah),"hip hop, pop, Dance/Electronic",2011,0.716,0.972,215253,TRUE,,,,,,,,,
The Wanted,Chasing The Sun,"pop, Dance/Electronic",2012,0.637,0.732,198800,FALSE,,,,,,,,,
Flo Rida,Whistle,"hip hop, pop",2012,0.747,0.937,224653,FALSE,,,,,,,,,
will.i.am,This Is Love,"hip hop, pop",2013,0.535,0.796,279026,FALSE,,,,,,,,,
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],"hip hop, pop, Dance/Electronic",2012,0.492,0.857,222500,FALSE,,,,,,,,,
Nicki Minaj,Pound The Alarm,"hip hop, pop",2012,0.728,0.858,205640,TRUE,,,,,,,,,
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,hip hop,2012,0.716,0.485,313786,TRUE,,,,,,,,,
MARINA,Primadonna,"pop, Dance/Electronic",2012,0.66,0.689,221075,FALSE,,,,,,,,,
Kanye West,Mercy,hip hop,2012,0.563,0.496,329320,TRUE,,,,,,,,,
